date,open,high,low,close,volume
1962-01-02,0.4614765048027038,0.46597140493277256,0.45698160467263504,0.46147650480270386,163200
1962-01-03,0.46147662815226986,0.4659715294837952,0.4569817268207445,0.46597152948379517,156000
1962-01-04,0.47645930864488295,0.49144221432312346,0.47645930864488295,0.47795751690864563,355200
1962-01-05,0.47795781842988844,0.48844610593341115,0.4764596092209756,0.48245272040367126,163200
1962-01-08,0.4824523850171924,0.489943974547916,0.4794559686823858,0.48544907569885254,204000
1962-01-09,0.4854492003764581,0.4944390003834296,0.48095430037297243,0.48994410037994385,290400
1962-01-10,0.4899442015596842,0.4929408936298379,0.48245260855779026,0.4839510917663574,182400
1962-01-11,0.48395106410887356,0.4914423823356629,0.4794561634340139,0.49144238233566284,384000
1962-01-12,0.4914424328540918,0.5004322351279288,0.48544932278719816,0.49443912506103516,352800
1962-01-15,0.4944392311707506,0.49743592402080283,0.48544942696764604,0.4929410219192505,280800
1962-01-16,0.49143333073389944,0.49143333073389944,0.48540329102742263,0.488418310880661,163200
1962-01-17,0.4884186698665711,0.494448437980017,0.48540364779730266,0.4869112968444824,160800
1962-01-18,0.4869112139222291,0.49746337532997137,0.4869112139222291,0.4974633753299713,261600
1962-01-19,0.4974630900791713,0.5065078735351562,0.48841830662318636,0.5065078735351562,357600
1962-01-22,0.5065080830118057,0.5125378491345653,0.5050007104873657,0.5050007104873657,261600
1962-01-23,0.5050008318656841,0.5095232265509736,0.4944483935832978,0.49444839358329773,223200
1962-01-24,0.49444806620706405,0.49444806620706405,0.4823885390476687,0.491433322429657,120000
1962-01-25,0.4914336478098156,0.49897078826858726,0.48992599889800825,0.49444839358329773,151200
1962-01-26,0.4944483935832978,0.49897078826858726,0.4884186260112672,0.49444839358329773,108000
1962-01-29,0.4944480868929229,0.498970478773117,0.4929407149411566,0.49897047877311707,122400
1962-01-30,0.4974630860093546,0.4974630860093546,0.48992567451606994,0.491433322429657,120000
1962-01-31,0.4914336478098156,0.49897078826858726,0.4914336478098156,0.49444839358329773,189600
1962-02-01,0.4944481661823231,0.506507971805042,0.4944481661823231,0.5034929513931274,112800
1962-02-02,0.5034931923131343,0.5050008412529668,0.4989707975437796,0.5004784464836121,199200
1962-02-05,0.5004781267497784,0.5019854987015447,0.498970478773117,0.49897047877311707,96000
1962-02-06,0.5004780589698459,0.5050004502375708,0.5004780589698459,0.5019854307174683,105600
1962-02-07,0.5019855294486343,0.5050005495617348,0.495955765247345,0.49595576524734497,122400
1962-02-08,0.495955765247345,0.4974631372914393,0.495955765247345,0.49595576524734497,141600
1962-02-09,0.49595572224810647,0.497463094161512,0.48992568254470825,0.48992568254470825,115200
1962-02-12,0.48992567451606994,0.491433322429657,0.48389591093637224,0.491433322429657,98400
1962-02-13,0.4914333304830018,0.49294070239640736,0.48691093871789715,0.48992568254470825,86400
1962-02-14,0.48992587165635026,0.48992587165635026,0.4823887331550951,0.48540347814559937,177600
1962-02-15,0.48389583825891125,0.48389583825891125,0.47635842789768806,0.4823884665966034,60000
1962-02-16,0.4823887331550951,0.4884184991610982,0.4733439461335933,0.48540347814559937,88800
1962-02-19,0.48540347814559937,0.48992587165635026,0.48088108463484847,0.48540347814559937,170400
1962-02-20,0.48540312023748733,0.4869107676460822,0.48238837746987956,0.48389574885368347,67200
1962-02-21,0.48389625027115934,0.48389625027115934,0.47032906568411753,0.473344087600708,98400
1962-02-23,0.47334408760070806,0.47937385540881206,0.47032906568411753,0.473344087600708,96000
1962-02-26,0.4823885390476687,0.491433322429657,0.4823885390476687,0.491433322429657,158400
1962-02-27,0.4914336919358396,0.494448437980017,0.48540364779730266,0.4869112968444824,117600
1962-02-28,0.4869112968444824,0.4929410649579283,0.48238890175312527,0.4869112968444824,139200
1962-03-01,0.4869112968444824,0.4929410649579283,0.4869112968444824,0.4869112968444824,74400
1962-03-02,0.4869109389664859,0.48841831088066107,0.4823885471990724,0.488418310880661,105600
1962-03-05,0.48841831088066107,0.48992568279483617,0.4823885471990724,0.488418310880661,79200
1962-03-06,0.4884184991610982,0.4929408926718491,0.4823887331550951,0.48540347814559937,98400
1962-03-07,0.4854035195916847,0.4854035195916847,0.47635873179789545,0.4793737530708313,172800
1962-03-08,0.479374124890282,0.48088149868341307,0.4733443536925257,0.47485172748565674,98400
1962-03-09,0.4748514605464648,0.4763588334922215,0.47334408760070806,0.473344087600708,86400
1962-03-12,0.4733438671084138,0.4748512393520088,0.4673138260841369,0.46731382608413696,96000
1962-03-13,0.4673140540686605,0.4733440980347635,0.45977691314865643,0.47032907605171204,141600
1962-03-14,0.47183613226670484,0.4808809161186218,0.47183613226670484,0.4808809161186218,117600
1962-03-15,0.4808809249142547,0.4808809249142547,0.4733437889163965,0.4763585329055786,139200
1962-03-16,0.47635852419266334,0.4808809161186218,0.47635852419266334,0.4808809161186218,79200
1962-03-19,0.4808809161186218,0.4869109560364984,0.4778661721845814,0.4808809161186218,105600
1962-03-20,0.4823885390476687,0.491433322429657,0.4823885390476687,0.491433322429657,177600
1962-03-21,0.49143356213755635,0.4929409347615152,0.47635873179789545,0.4793737530708313,232800
1962-03-22,0.48238890175312527,0.4899260428886598,0.48238890175312527,0.4869112968444824,268800
1962-03-23,0.4869112968444824,0.4914336919358396,0.48389627477521396,0.4869112968444824,189600
1962-03-26,0.4869107676460822,0.4884181390298861,0.4793733586774808,0.48389574885368347,124800
1962-03-27,0.48389574885368347,0.48540312023748733,0.48238837746987956,0.48389574885368347,112800
1962-03-28,0.48389617401525514,0.4929409623146057,0.48389617401525514,0.4929409623146057,146400
1962-03-29,0.4929410649579283,0.4929410649579283,0.48540364779730266,0.4869112968444824,91200
1962-03-30,0.4869111954567165,0.4929409623146057,0.485403546723469,0.4929409623146057,86400
1962-04-02,0.49143315782228486,0.49143315782228486,0.4808807300612847,0.48389574885368347,230400
1962-04-03,0.48389583825891125,0.4899256009329846,0.48088081890945356,0.4823884665966034,168000
1962-04-04,0.48238837746987956,0.4869107676460822,0.4808807300612847,0.48389574885368347,115200
1962-04-05,0.48389591911324753,0.48841831088066107,0.4823885471990724,0.488418310880661,192000
1962-04-06,0.4869112968444824,0.4869112968444824,0.48088125270594556,0.4869112968444824,148800
1962-04-09,0.4869109560364984,0.4869109560364984,0.4808809161186218,0.4808809161186218,124800
1962-04-10,0.48088108463484847,0.48540347814559937,0.4778663396443442,0.48540347814559937,120000
1962-04-11,0.48540312023748733,0.48992551041369,0.4793733586774808,0.48389574885368347,182400
1962-04-12,0.4808811256947901,0.4808811256947901,0.4733439865499778,0.4793737530708313,158400
1962-04-13,0.4778662598641472,0.4778662598641472,0.4673138260841369,0.46731382608413696,38400
1962-04-16,0.46883148140792086,0.46883148140792086,0.45214159496555884,0.4582107961177826,129600
1962-04-17,0.45972762475995455,0.47186574046169394,0.45972762475995455,0.4642793834209442,172800
1962-04-18,0.4642794655859136,0.4703483856021683,0.46124486666911113,0.46731406450271606,132000
1962-04-19,0.46731406450271606,0.47338298451897076,0.46731406450271606,0.46731406450271606,81600
1962-04-23,0.4657966986370328,0.4657966986370328,0.44910709654025344,0.4506242573261261,136800
1962-04-24,0.45214159496555884,0.4582107961177826,0.45214159496555884,0.4582107961177826,103200
1962-04-25,0.45517594838628966,0.45517594838628966,0.44607242941856384,0.44607242941856384,120000
1962-04-26,0.44758990963813344,0.4597280362031422,0.44758990963813344,0.452141672372818,163200
1962-04-27,0.4521414321664,0.4536588708168343,0.4430379115334027,0.4491071105003357,182400
1962-04-30,0.449107170389569,0.449107170389569,0.4278655268074972,0.43090012669563293,187200
1962-05-01,0.43090021685094904,0.4354519787267777,0.41572749205318854,0.4339345395565033,228000
1962-05-02,0.43393417562543846,0.4415205316618085,0.43393417562543846,0.43696877360343933,139200
1962-05-03,0.43696899973598746,0.45669320225715637,0.4354518388704846,0.45669320225715637,79200
1962-05-04,0.45669343510750254,0.46124519784218715,0.452141672372818,0.452141672372818,76800
1962-05-07,0.452141672372818,0.4551762734684576,0.4491073490947281,0.452141672372818,182400
1962-05-08,0.452141672372818,0.45821087456409726,0.450624510733773,0.452141672372818,129600
1962-05-09,0.4521414321664,0.45517603164986653,0.4369689903838718,0.4491071105003357,96000
1962-05-10,0.44758963208822156,0.44758963208822156,0.4278654317413965,0.4293825924396515,16800
1962-05-11,0.4293825924396515,0.4293825924396515,0.423313671829254,0.4293825924396515,141600
1962-05-14,0.42938270315686,0.4460725864106956,0.42179661989212036,0.42179661989212036,146400
1962-05-15,0.43696933405867244,0.4475900238778361,0.43696933405867244,0.44455569982528687,132000
1962-05-16,0.4445554700334806,0.4445554700334806,0.4384862694303254,0.4415208697319031,103200
1962-05-17,0.44152064495720933,0.44303780542688515,0.43696888573084636,0.44000348448753357,180000
1962-05-18,0.4430379938956028,0.4521415162209744,0.4430379938956028,0.4475897550582886,187200
1962-05-21,0.4475896575191663,0.4475896575191663,0.44000357577949123,0.44303789734840393,132000
1962-05-22,0.4430376917421768,0.44607228972017765,0.43696877360343933,0.43696877360343933,117600
