date,equity_10000,equity_25000,equity_50000,equity_100000,equity_250000,equity_500000,equity_1000000,equity_2000000
2008-01-22,0.0,0.0,1.4931213090360687,2.802880491744472,3.44502734009786,3.449046911098885,3.449046911098885,3.449046911098885
2008-01-23,0.0,0.0,1.4500264859228134,2.7224843860482326,3.346275216584163,3.350179566098454,3.350179566098454,3.350179566098454
2008-01-24,0.0,0.0,1.4551686812710136,2.7326404943569687,3.358825890507948,3.362744883831988,3.362744883831988,3.362744883831988
2008-01-25,0.0,0.0,1.47830034636248,2.776580668436959,3.412901928921064,3.4168840168026784,3.4168840168026784,3.4168840168026784
2008-01-28,0.0,0.0,1.4774057757285308,2.77540213740787,3.411517749716048,3.415498222572281,3.415498222572281,3.415498222572281
2008-01-29,0.0,0.0,1.4882186962846407,2.796216704302817,3.4371674759719926,3.4411778762818175,3.4411778762818175,3.4411778762818175
2008-01-30,0.0,0.0,1.4813779415518624,2.7838655185381986,3.422048459686152,3.4260412195091456,3.4260412195091456,3.4260412195091456
2008-01-31,0.0,0.0,1.461097570836953,2.7462558668009396,3.3758810682726366,3.3798199611478825,3.3798199611478825,3.3798199611478825
2008-02-01,0.0,0.0,1.4604519661469753,2.745544567083107,3.3750728766036784,3.3790108265012706,3.3790108265012706,3.3790108265012706
2008-02-04,0.0,0.0,1.4604483066660818,2.7460399813202514,3.3757481123414537,3.3796868500870727,3.3796868500870727,3.3796868500870727
2008-02-05,0.0,0.0,1.4412921753555867,2.71052366398954,3.332153571471359,3.3360414442063453,3.3360414442063453,3.3360414442063453
2008-02-06,0.0,0.0,1.4518099669689348,2.730806184770904,3.3571559129470674,3.3610729577834135,3.3610729577834135,3.3610729577834135
2008-02-07,0.0,0.0,1.439859369059272,2.7088301800788033,3.3302064721206253,3.3340920730292036,3.3340920730292036,3.3340920730292036
2008-02-08,0.0,0.0,1.4391401526202365,2.7079799057798013,3.3292294933030884,3.3331139542974264,3.3331139542974264,3.3331139542974264
2008-02-11,0.0,0.0,1.4426279416802157,2.715045683111797,3.3379846510859763,3.341879327377571,3.341879327377571,3.341879327377571
2008-02-12,0.0,0.0,1.4496598792412139,2.7287829396071097,3.3549417634656282,3.3588562248882106,3.3588562248882106,3.3588562248882106
2008-02-13,0.0,0.0,1.4588165080535773,2.7465221981378405,3.3768187507478498,3.3807587376873554,3.3807587376873554,3.3807587376873554
2008-02-14,0.0,0.0,1.4569621412949896,2.743534276102252,3.3732113156770525,3.377147093552314,3.377147093552314,3.377147093552314
2008-02-15,0.0,0.0,1.4506750318740698,2.732198757931249,3.3593405025161274,3.363260096276478,3.363260096276478,3.363260096276478
2008-02-19,0.0,0.0,1.4650154529201733,2.759711038204592,3.3932348861014563,3.3971940269736027,3.3971940269736027,3.3971940269736027
2008-02-20,0.0,0.0,1.4531467168313315,2.7378570844291406,3.3664295316738713,3.370357396734626,3.370357396734626,3.370357396734626
2008-02-21,0.0,0.0,1.4579067402782862,2.7473291983135364,3.3781429906393923,3.3820845226686007,3.3820845226686007,3.3820845226686007
2008-02-22,0.0,0.0,1.4639660190611543,2.7592514439840876,3.3928688434372,3.396827557219999,3.396827557219999,3.396827557219999
2008-02-25,0.0,0.0,1.4621500526330442,2.756332809109223,3.3893454508122747,3.3933000535894347,3.3933000535894347,3.3933000535894347
2008-02-26,0.0,0.0,1.4497359856562033,2.7334349497482653,3.361254553375306,3.3651763804019184,3.3651763804019184,3.3651763804019184
2008-02-27,0.0,0.0,1.4430149464658386,2.7212669376248253,3.346358716742429,3.350263163682599,3.350263163682599,3.350263163682599
2008-02-28,0.0,0.0,1.434751834008489,2.70618863068122,3.3278844729228845,3.331767364581371,3.331767364581371,3.331767364581371
2008-02-29,0.0,0.0,1.423603427070741,2.6856653850721894,3.302714908172003,3.3065684326172304,3.3065684326172304,3.3065684326172304
2008-03-03,0.0,0.0,1.4214041353106115,2.6820210587965136,3.2983029626611864,3.302151339359681,3.302151339359681,3.302151339359681
2008-03-04,0.0,0.0,1.4098410336457778,2.660707681900581,3.2721620411977956,3.2759799173285207,3.2759799173285207,3.2759799173285207
2008-03-05,0.0,0.0,1.4144044545020855,2.6698249051544476,3.2834456080109082,3.287276649522768,3.287276649522768,3.287276649522768
2008-03-06,0.0,0.0,1.4083376273162764,2.65887826848917,3.2700536475850277,3.273869063695269,3.273869063695269,3.273869063695269
2008-03-07,0.0,0.0,1.3962641369753799,2.636589275962227,3.242712492522826,3.2464960076630103,3.2464960076630103,3.2464960076630103
2008-03-10,0.0,0.0,1.3975015863802738,2.6394313200632857,3.246280404910372,3.250068083000731,3.250068083000731,3.250068083000731
2008-03-11,0.0,0.0,1.4207152607728022,2.683779968795558,3.300897896074818,3.304749300476163,3.304749300476163,3.304749300476163
2008-03-12,0.0,0.0,1.4156466547446322,2.674710806273907,3.2898131458396507,3.2936516168340297,3.2936516168340297,3.2936516168340297
2008-03-13,0.0,0.0,1.4022743744731792,2.649951071641834,3.2594297532726433,3.2632327736909836,3.2632327736909836,3.2632327736909836
2008-03-14,0.0,0.0,1.4107045956528173,2.666387970384809,3.2797188288840196,3.2835455220839997,3.2835455220839997,3.2835455220839997
2008-03-17,0.0,0.0,1.3802983287345816,2.6094227576833546,3.2097211113475534,3.213466132976376,3.213466132976376,3.213466132976376
2008-03-18,0.0,0.0,1.4042369697968118,2.6551843507019246,3.2660842523686195,3.2698950370886486,3.2698950370886486,3.2698950370886486
2008-03-19,0.0,0.0,1.4027316970733321,2.6528443890897155,3.2632773736771346,3.2670848834019086,3.2670848834019086,3.2670848834019086
2008-03-20,0.0,0.0,1.409829498777555,2.6667936156988192,3.2805165918494685,3.2843442158591536,3.2843442158591536,3.2843442158591536
2008-03-24,0.0,0.0,1.4186742713343548,2.6840501514851263,3.3018238680356333,3.305676352837705,3.305676352837705,3.305676352837705
2008-03-25,0.0,0.0,1.419229488668227,2.685626745023376,3.3038417538451426,3.3076965930654767,3.3076965930654767,3.3076965930654767
2008-03-26,0.0,0.0,1.4132731791313018,2.674881836057277,3.290701759294435,3.2945412671005787,3.2945412671005787,3.2945412671005787
2008-03-27,0.0,0.0,1.4130454293158776,2.6749772124223847,3.29089803962138,3.294737776442457,3.294737776442457,3.294737776442457
2008-03-28,0.0,0.0,1.417452205953837,2.683846072989026,3.3018879221418973,3.3057404816806844,3.3057404816806844,3.3057404816806844
2008-03-31,0.0,0.0,1.419066243532395,2.68742885605868,3.3063741914304345,3.3102319854350624,3.3102319854350624,3.3102319854350624
2008-04-01,0.0,0.0,1.4343670457425752,2.716932384987554,3.3427509489605263,3.346651186448252,3.346651186448252,3.346651186448252
2008-04-02,0.0,0.0,1.4346263267905317,2.717950502456316,3.3440801189819993,3.347981907311778,3.347981907311778,3.347981907311778
2008-04-03,0.0,0.0,1.4229607969973765,2.6963768765785585,3.3176130962814336,3.321484003556745,3.321484003556745,3.321484003556745
2008-04-04,0.0,0.0,1.4209199064219429,2.6930368553379584,3.3135812683348194,3.317447471374984,3.317447471374984,3.317447471374984
2008-04-07,0.0,0.0,1.4327670963915766,2.7160179770337236,3.3419357435372024,3.3458350298638027,3.3458350298638027,3.3458350298638027
2008-04-08,0.0,0.0,1.425189784794559,2.702181637023604,3.3249873596190485,3.328866870998809,3.328866870998809,3.328866870998809
2008-04-09,0.0,0.0,1.4255821351025468,2.70345323299372,3.326629431400597,3.330510858708292,3.330510858708292,3.330510858708292
2008-04-10,0.0,0.0,1.4258329455127352,2.704456699912675,3.3279415325709385,3.331824490805181,3.331824490805181,3.331824490805181
2008-04-11,0.0,0.0,1.4113630592761721,2.6775388350292957,3.2948952973167707,3.2987396980372963,3.2987396980372963,3.2987396980372963
2008-04-14,0.0,0.0,1.4104605816720481,2.6763548329680504,3.2935171172123834,3.297359909907127,3.297359909907127,3.297359909907127
2008-04-15,0.0,0.0,1.4186452528048172,2.6924135371343985,3.3133578132884924,3.317223755606945,3.317223755606945,3.317223755606945
2008-04-16,0.0,0.0,1.433271902859062,2.720701510391906,3.348247732873985,3.352154383870525,3.352154383870525,3.352154383870525
